EEID;First Name;Last Name;Gender;Age;Retirement Years;Job Title;Department;Business Unit;Ethnicity;Hire Date;año;mes;dia;Annual Salary;Bonus %;Total Salary;Country;City;Exit Date
E04756;Aiden;Le;Male;55;10;Cloud Infrastructure Architect;IT;Corporate;Asian;24/12/1994;1994;12;24;99,774;0;99,774;United States;Austin;
E04114;Christopher;Lim;Male;55;10;Director;IT;Research & Development;Asian;13/3/2007;2007;3;13;184,648;0,24;228,96352;China;Shanghai;
E01423;James;Castillo;Male;51;14;Vice President;IT;Manufacturing;Latino;19/7/2001;2001;7;19;247,874;0,33;329,67242;Brazil;Manaus;
E03181;Greyson;Dang;Male;60;5;Development Engineer;Engineering;Manufacturing;Asian;11/5/2009;2009;5;11;62,239;0;62,239;China;Beijing;
E03305;Hannah;King;Female;31;34;Manager;Accounting;Speciality Products;Caucasian;7/10/2014;2014;10;7;114,911;0,07;122,95477;United States;Chicago;
E00703;Wesley;Dominguez;Male;45;20;Engineering Manager;Engineering;Corporate;Latino;27/4/2018;2018;4;27;115,49;0,12;129,3488;United States;Chicago;
E04403;Dominic;Hu;Male;34;31;Manager;Accounting;Speciality Products;Asian;13/2/2012;2012;2;13;118,708;0,07;127,01756;China;Shanghai;
E00103;Nora;Park;Female;29;36;Director;Accounting;Speciality Products;Asian;28/6/2017;2017;6;28;197,649;0,2;237,1788;United States;Columbus;
E04487;Audrey;Hwang;Female;45;20;Sr. Analyst;Accounting;Speciality Products;Asian;17/6/2020;2020;6;17;89,841;0;89,841;China;Beijing;
E01194;Ella;Jenkins;Female;52;13;Analyst II;Finance;Speciality Products;Caucasian;20/12/2019;2019;12;20;61,026;0;61,026;United States;Phoenix;
E02179;Peyton;Owens;Female;48;17;Controls Engineer;Engineering;Speciality Products;Caucasian;25/9/2014;2014;9;25;96,693;0;96,693;United States;Chicago;
E04242;Alice;Lopez;Female;48;17;Test Engineer;Engineering;Speciality Products;Latino;27/6/2009;2009;6;27;82,907;0;82,907;United States;Seattle;
E01371;Dominic;Le;Male;41;24;Vice President;Marketing;Corporate;Asian;4/10/2014;2014;10;4;257,194;0,35;347,2119;China;Chongqing;
E03065;Ezra;Ortiz;Male;41;24;Quality Engineer;Engineering;Research & Development;Latino;21/1/2012;2012;1;21;94,658;0;94,658;United States;Miami;
E01377;Grayson;Luu;Male;55;10;Quality Engineer;Engineering;Research & Development;Asian;30/4/2011;2011;4;30;89,419;0;89,419;China;Shanghai;
E03097;Brooks;Stewart;Male;45;20;HRIS Analyst;Human Resources;Manufacturing;Black;19/12/2015;2015;12;19;51,983;0;51,983;United States;Columbus;
E01668;Naomi;Xi;Female;53;12;Director;Finance;Corporate;Asian;17/2/2002;2002;2;17;179,494;0,2;215,3928;China;Chongqing;
E03354;Silas;Estrada;Male;49;16;IT Systems Architect;IT;Corporate;Latino;24/6/2016;2016;6;24;68,426;0;68,426;Brazil;Rio de Janerio;
E02088;Skylar;Ayala;Female;55;10;Sr. Manger;Finance;Corporate;Latino;6/2/2017;2017;2;6;144,986;0,12;162,38432;United States;Phoenix;
E03980;Lydia;Huynh;Female;45;20;Account Representative;Sales;Speciality Products;Asian;16/8/2000;2000;8;16;60,113;0;60,113;United States;Chicago;
E00972;Hazel;Cortez;Female;52;13;HRIS Analyst;Human Resources;Research & Development;Latino;18/4/2021;2021;4;18;50,548;0;50,548;Brazil;Sao Paulo;
E00824;Everleigh;Adams;Female;33;32;Analyst II;Marketing;Manufacturing;Caucasian;14/3/2020;2020;3;14;68,846;0;68,846;United States;Chicago;
E04359;Layla;Salazar;Female;59;6;Solutions Architect;IT;Corporate;Latino;19/3/2014;2014;3;19;90,901;0;90,901;United States;Seattle;
E03113;Willow;Chen;Female;50;15;Manager;Accounting;Corporate;Asian;3/9/2012;2012;9;3;102,033;0,08;110,19564;United States;Austin;
E01488;Penelope;Griffin;Female;61;4;Director;Sales;Manufacturing;Caucasian;23/1/2021;2021;1;23;151,783;0,26;191,24658;United States;Seattle;
E01787;Lillian;Romero;Female;27;38;Director;Engineering;Corporate;Latino;7/12/2018;2018;12;7;170,164;0,17;199,09188;United States;Austin;
E03550;Stella;Wu;Female;35;30;Sr. Manger;Marketing;Speciality Products;Asian;20/2/2014;2014;2;20;155,905;0,14;177,7317;United States;Phoenix;
E01052;Parker;Vang;Male;40;25;Analyst;Sales;Corporate;Asian;17/12/2016;2016;12;17;50,733;0;50,733;United States;Miami;
E04799;Mila;Roberts;Female;30;35;Sr. Business Partner;Human Resources;Corporate;Caucasian;26/1/2017;2017;1;26;88,663;0;88,663;United States;Phoenix;
E03402;Isaac;Liu;Male;60;5;Field Engineer;Engineering;Manufacturing;Asian;13/10/1992;1992;10;13;88,213;0;88,213;China;Chongqing;
E04128;Jacob;Doan;Male;55;10;Analyst II;Sales;Speciality Products;Asian;2/8/2021;2021;8;2;67,13;0;67,13;United States;Miami;
E00013;Raelynn;Ma;Female;33;32;Sr. Analyst;Finance;Speciality Products;Asian;8/10/2015;2015;10;8;94,876;0;94,876;United States;Miami;
E03114;Jameson;Juarez;Male;62;3;Development Engineer;Engineering;Speciality Products;Latino;9/10/1994;1994;10;9;98,23;0;98,23;United States;Miami;
E04004;Everleigh;Shah;Female;36;29;Test Engineer;Engineering;Research & Development;Asian;14/12/2018;2018;12;14;96,757;0;96,757;United States;Columbus;
E04472;Alexander;Foster;Male;35;30;Analyst II;Marketing;Manufacturing;Black;3/7/2020;2020;7;3;51,513;0;51,513;United States;Columbus;
E00161;Ryan;Ha;Male;60;5;Vice President;Marketing;Corporate;Asian;27/1/2007;2007;1;27;234,311;0,37;321,00607;United States;Miami;
E04417;Chloe;Salazar;Female;45;20;Sr. Manger;Human Resources;Speciality Products;Latino;22/5/2011;2011;5;22;152,353;0,14;173,68242;United States;Seattle;
E04536;Layla;Scott;Female;48;17;Sr. Manger;Accounting;Speciality Products;Caucasian;30/7/2010;2010;7;30;124,774;0,12;139,74688;United States;Phoenix;
E02534;Leah;Khan;Female;36;29;Director;Marketing;Corporate;Asian;13/9/2010;2010;9;13;157,07;0,28;201,0496;China;Chongqing;
E02857;Mason;Jimenez;Male;44;21;Sr. Manger;Finance;Speciality Products;Latino;8/8/2019;2019;8;8;130,133;0,15;149,65295;United States;Austin;18/5/2022
E03059;Hailey;Dang;Female;64;1;Manager;Marketing;Manufacturing;Asian;21/9/2019;2019;9;21;108,78;0,06;115,3068;China;Shanghai;
E02477;Amelia;Bui;Female;46;19;Director;Engineering;Speciality Products;Asian;21/10/2020;2020;10;21;151,853;0,16;176,14948;China;Chengdu;
E00022;Elena;Her;Female;62;3;Account Representative;Sales;Manufacturing;Asian;17/9/2006;2006;9;17;64,669;0;64,669;China;Chongqing;
E03370;Ian;Cortez;Male;61;4;Analyst II;Marketing;Research & Development;Latino;30/4/2008;2008;4;30;69,352;0;69,352;Brazil;Rio de Janerio;
E00555;Christian;Ali;Male;65;0;Analyst II;Marketing;Research & Development;Asian;17/10/2001;2001;10;17;74,631;0;74,631;China;Chongqing;
E03160;Carter;Ortiz;Male;54;11;Quality Engineer;Engineering;Speciality Products;Latino;29/4/2012;2012;4;29;96,441;0;96,441;Brazil;Sao Paulo;
E03919;Grayson;Chan;Male;46;19;Engineering Manager;Engineering;Speciality Products;Asian;20/10/2011;2011;10;20;114,25;0,14;130,245;China;Chengdu;
E01724;Nolan;Molina;Male;36;29;Computer Systems Manager;IT;Corporate;Latino;27/12/2020;2020;12;27;70,165;0,07;75,07655;Brazil;Manaus;
E04087;Adam;Kaur;Male;60;5;Manager;IT;Corporate;Asian;29/1/2000;2000;1;29;109,059;0,07;116,69313;China;Chengdu;
E02856;Amelia;Kaur;Female;30;35;Operations Engineer;Engineering;Research & Development;Asian;14/11/2015;2015;11;14;77,442;0;77,442;United States;Columbus;
E03805;Autumn;Gonzales;Female;34;31;Analyst II;Sales;Corporate;Latino;6/6/2012;2012;6;6;72,126;0;72,126;Brazil;Manaus;
E00319;Ezra;Wilson;Male;55;10;Service Desk Analyst;IT;Manufacturing;Caucasian;18/10/2013;2013;10;18;70,334;0;70,334;United States;Miami;
E01090;Jacob;Cheng;Male;59;6;Quality Engineer;Engineering;Research & Development;Asian;23/12/2009;2009;12;23;78,006;0;78,006;United States;Miami;
E04323;Melody;Valdez;Female;28;37;Director;IT;Manufacturing;Latino;25/1/2021;2021;1;25;160,385;0,23;197,27355;United States;Miami;18/5/2021
E02687;Caroline;Nelson;Female;36;29;Vice President;Finance;Corporate;Caucasian;11/1/2014;2014;1;11;202,323;0,39;281,22897;United States;Chicago;
E01407;Ellie;Guerrero;Female;29;36;Sr. Manger;Human Resources;Corporate;Latino;13/7/2020;2020;7;13;141,555;0,11;157,12605;Brazil;Manaus;
E02748;Genesis;Zhu;Female;34;31;Director;Finance;Speciality Products;Asian;20/7/2020;2020;7;20;184,96;0,18;218,2528;United States;Seattle;
E01995;Jonathan;Ho;Male;37;28;Vice President;IT;Manufacturing;Asian;25/6/2011;2011;6;25;221,592;0,31;290,28552;United States;Columbus;
E01714;Savannah;Park;Female;44;21;HRIS Analyst;Human Resources;Manufacturing;Asian;28/1/2009;2009;1;28;53,301;0;53,301;United States;Seattle;
E04491;Nathan;Chan;Male;45;20;Cloud Infrastructure Architect;IT;Corporate;Asian;2/3/2000;2000;3;2;91,276;0;91,276;United States;Seattle;
E01076;Sofia;Vu;Female;52;13;Sr. Manger;Human Resources;Research & Development;Asian;5/9/2017;2017;9;5;140,042;0,13;158,24746;United States;Austin;
E04131;Ruby;Choi;Female;40;25;Analyst;Accounting;Manufacturing;Asian;6/12/2018;2018;12;6;57,225;0;57,225;United States;Columbus;
E02843;Lily;Pena;Female;55;10;Manager;Human Resources;Speciality Products;Latino;24/2/2010;2010;2;24;102,839;0,05;107,98095;United States;Miami;
E03758;Liam;Zhang;Male;29;36;Director;Marketing;Research & Development;Asian;15/9/2021;2021;9;15;199,783;0,21;241,73743;United States;Chicago;10/4/2022
E02063;Ian;Gutierrez;Male;32;33;Sr. Business Partner;Human Resources;Research & Development;Latino;9/4/2021;2021;4;9;70,98;0;70,98;Brazil;Rio de Janerio;
E00638;David;Simmons;Male;51;14;Manager;Marketing;Corporate;Caucasian;26/1/1997;1997;1;26;104,431;0,07;111,74117;United States;Phoenix;
E03571;Lincoln;Henderson;Male;28;37;Business Partner;Human Resources;Speciality Products;Caucasian;27/6/2021;2021;6;27;48,51;0;48,51;United States;Chicago;
E01820;Nathan;Miller;Male;27;38;Quality Engineer;Engineering;Speciality Products;Black;28/5/2019;2019;5;28;70,11;0;70,11;United States;Miami;7/1/2021
E01712;James;Singh;Male;45;20;Director;Marketing;Corporate;Asian;12/3/2008;2008;3;12;186,138;0,28;238,25664;China;Chongqing;
E00184;Kayden;Ortega;Male;58;7;Analyst;Accounting;Manufacturing;Latino;19/4/2010;2010;4;19;56,35;0;56,35;Brazil;Rio de Janerio;
E02706;Lucy;Figueroa;Female;45;20;Sr. Manger;Finance;Research & Development;Latino;10/1/2016;2016;1;10;149,761;0,12;167,73232;United States;Columbus;
E02899;Joshua;Cortez;Male;44;21;Sr. Manger;Finance;Corporate;Latino;11/8/2007;2007;8;11;126,277;0,13;142,69301;Brazil;Manaus;
E02478;Alexander;Morris;Male;33;32;Manager;Sales;Speciality Products;Caucasian;21/6/2013;2013;6;21;119,631;0,06;126,80886;United States;Phoenix;
E04170;Grayson;Chin;Male;26;39;Vice President;IT;Research & Development;Asian;9/5/2020;2020;5;9;256,561;0,39;356,61979;United States;Austin;
E00929;Allison;Espinoza;Female;45;20;Solutions Architect;IT;Speciality Products;Latino;16/4/2020;2020;4;16;66,958;0;66,958;United States;Miami;
E00530;Naomi;Chu;Female;46;19;Sr. Manger;Sales;Manufacturing;Asian;29/2/2004;2004;2;29;158,897;0,1;174,7867;China;Chongqing;
E03824;Jameson;Martin;Male;37;28;Technical Architect;IT;Corporate;Caucasian;15/2/2008;2008;2;15;71,695;0;71,695;United States;Phoenix;
E02492;Sebastian;Gupta;Male;40;25;Sr. Analyst;Marketing;Corporate;Asian;22/9/2014;2014;9;22;73,779;0;73,779;China;Chongqing;9/5/2019
E01733;Eloise;Pham;Female;45;20;Manager;Sales;Speciality Products;Asian;20/10/2011;2011;10;20;123,64;0,07;132,2948;China;Shanghai;
E02857;Valentina;Davis;Female;33;32;Analyst;Sales;Speciality Products;Caucasian;13/4/2014;2014;4;13;46,878;0;46,878;United States;Miami;
E04938;Brooklyn;Daniels;Female;64;1;Analyst;Marketing;Speciality Products;Caucasian;10/2/2003;2003;2;10;57,032;0;57,032;United States;Miami;
E04952;Paisley;Gomez;Female;57;8;Sr. Analyst;Sales;Manufacturing;Latino;2/10/2007;2007;10;2;98,15;0;98,15;Brazil;Rio de Janerio;
E02420;Madison;Li;Female;35;30;Director;Marketing;Manufacturing;Asian;6/3/2017;2017;3;6;171,426;0,15;197,1399;China;Beijing;22/9/2017
E01639;Everleigh;Simmons;Female;55;10;Analyst;Finance;Manufacturing;Caucasian;16/4/2021;2021;4;16;48,266;0;48,266;United States;Chicago;
E03947;Logan;Soto;Male;36;29;Vice President;Finance;Research & Development;Latino;18/8/2018;2018;8;18;223,404;0,32;294,89328;United States;Columbus;
E04535;Charlotte;Vo;Female;57;8;System Administrator ;IT;Speciality Products;Asian;10/1/2014;2014;1;10;74,854;0;74,854;United States;Seattle;
E00380;Alice;Thompson;Female;48;17;Vice President;Accounting;Speciality Products;Caucasian;25/4/2007;2007;4;25;217,783;0,36;296,18488;United States;Seattle;
E01432;Peyton;Garza;Female;53;12;Systems Analyst;IT;Manufacturing;Latino;15/8/2004;2004;8;15;44,735;0;44,735;Brazil;Manaus;
E02628;Nora;Nelson;Female;41;24;Analyst II;Finance;Manufacturing;Caucasian;9/1/2007;2007;1;9;50,685;0;50,685;United States;Columbus;
E03578;Maverick;Li;Male;34;31;Analyst II;Sales;Research & Development;Asian;10/3/2018;2018;3;10;58,993;0;58,993;United States;Austin;
E03563;Ian;Barnes;Male;47;18;Operations Engineer;Engineering;Corporate;Caucasian;8/6/2020;2020;6;8;115,765;0;115,765;United States;Miami;2/2/2021
E02781;Athena;Vu;Female;63;2;Director;Accounting;Manufacturing;Asian;6/3/2007;2007;3;6;193,044;0,15;222,0006;United States;Miami;
E04739;Ruby;Washington;Female;65;0;Analyst;Marketing;Research & Development;Black;17/6/2011;2011;6;17;56,686;0;56,686;United States;Seattle;9/6/2015
E02665;Bella;Butler;Female;33;32;Sr. Manger;Finance;Manufacturing;Black;25/10/2019;2019;10;25;131,652;0,11;146,13372;United States;Seattle;
E04132;Kinsley;Henry;Female;45;20;Director;Marketing;Manufacturing;Black;29/2/2008;2008;2;29;150,577;0,25;188,22125;United States;Miami;
E00276;Kennedy;Romero;Female;37;28;Engineering Manager;Engineering;Research & Development;Latino;27/12/2018;2018;12;27;87,359;0,11;96,96849;Brazil;Rio de Janerio;
E04277;Zoe;Do;Female;60;5;Analyst II;Sales;Speciality Products;Asian;8/1/2014;2014;1;8;51,877;0;51,877;China;Beijing;
E03890;Everett;Khan;Male;43;22;Solutions Architect;IT;Manufacturing;Asian;18/1/2017;2017;1;18;86,417;0;86,417;United States;Chicago;
E02012;Anna;Han;Female;65;0;System Administrator ;IT;Research & Development;Asian;8/5/2003;2003;5;8;96,548;0;96,548;United States;Austin;
E02881;Leilani;Sharma;Female;43;22;Sr. Analyst;Accounting;Manufacturing;Asian;23/1/2014;2014;1;23;92,94;0;92,94;China;Chengdu;
E03750;Jordan;Cho;Male;28;37;Analyst II;Accounting;Speciality Products;Asian;24/8/2018;2018;8;24;61,41;0;61,41;United States;Phoenix;
E00605;Nova;Williams;Female;61;4;Manager;Finance;Speciality Products;Black;25/4/2010;2010;4;25;110,302;0,06;116,92012;United States;Miami;
E04641;Scarlett;Hill;Female;45;20;Director;Engineering;Speciality Products;Black;22/4/2018;2018;4;22;187,205;0,24;232,1342;United States;Columbus;20/6/2022
E01019;Dominic;Scott;Male;45;20;Sr. Analyst;Sales;Corporate;Caucasian;16/3/2011;2011;3;16;81,687;0;81,687;United States;Phoenix;
E01519;Anthony;Marquez;Male;54;11;Vice President;IT;Speciality Products;Latino;15/8/2009;2009;8;15;241,083;0,39;335,10537;United States;Columbus;
E03694;Elena;Patterson;Female;38;27;Vice President;Finance;Speciality Products;Black;9/11/2018;2018;11;9;223,805;0,36;304,3748;United States;Chicago;
E01123;Madison;Nelson;Female;27;38;Director;Accounting;Corporate;Caucasian;16/7/2021;2021;7;16;161,759;0,16;187,64044;United States;Miami;
E01366;William;Walker;Male;40;25;Computer Systems Manager;IT;Research & Development;Black;24/2/2019;2019;2;24;95,899;0,1;105,4889;United States;Columbus;8/3/2021
E04005;Lincoln;Wong;Male;49;16;Sr. Analyst;Finance;Corporate;Asian;7/6/2019;2019;6;7;80,7;0;80,7;United States;Columbus;
E02770;James;Huang;Male;54;11;Manager;Human Resources;Speciality Products;Asian;11/3/1997;1997;3;11;128,136;0,05;134,5428;China;Beijing;
E04018;Emery;Ford;Female;39;26;Analyst II;Marketing;Corporate;Caucasian;18/4/2017;2017;4;18;58,745;0;58,745;United States;Austin;
E01591;Paisley;Trinh;Female;57;8;Technical Architect;IT;Corporate;Asian;4/5/1992;1992;5;4;76,202;0;76,202;United States;Austin;18/12/1994
E04940;Hudson;Williams;Male;36;29;Vice President;Sales;Speciality Products;Black;19/3/2018;2018;3;19;195,2;0,36;265,472;United States;Austin;
E03465;Harper;Phan;Female;45;20;Analyst II;Finance;Manufacturing;Asian;7/12/2016;2016;12;7;71,454;0;71,454;China;Shanghai;
E03870;Madeline;Allen;Female;30;35;Cloud Infrastructure Architect;IT;Manufacturing;Caucasian;3/2/2020;2020;2;3;94,652;0;94,652;United States;Seattle;
E01927;Charles;Moore;Male;34;31;Technical Architect;IT;Manufacturing;Black;16/2/2016;2016;2;16;63,411;0;63,411;United States;Miami;
E03064;Lincoln;Fong;Male;31;34;Analyst II;Sales;Speciality Products;Asian;17/2/2020;2020;2;17;67,171;0;67,171;China;Chongqing;1/5/2021
E01883;Isla;Guzman;Female;28;37;Sr. Manger;Accounting;Speciality Products;Latino;6/7/2019;2019;7;6;152,036;0,15;174,8414;Brazil;Rio de Janerio;
E03984;Hailey;Foster;Female;55;10;Controls Engineer;Engineering;Manufacturing;Black;21/3/2021;2021;3;21;95,562;0;95,562;United States;Chicago;
E00446;Hudson;Hill;Male;30;35;Sr. Analyst;Sales;Research & Development;Caucasian;4/11/2019;2019;11;4;96,092;0;96,092;United States;Austin;
E02825;Wyatt;Li;Male;63;2;Vice President;Engineering;Manufacturing;Asian;3/6/2013;2013;6;3;254,289;0,39;353,46171;United States;Chicago;
E04174;Maverick;Henry;Male;26;39;Computer Systems Manager;IT;Research & Development;Caucasian;10/7/2019;2019;7;10;69,11;0,05;72,5655;United States;Chicago;
E01899;Xavier;Jackson;Male;52;13;Vice President;Marketing;Speciality Products;Caucasian;11/6/2002;2002;6;11;236,314;0,34;316,66076;United States;Miami;
E02562;Christian;Medina;Male;51;14;Analyst;Marketing;Corporate;Latino;19/6/2007;2007;6;19;45,206;0;45,206;United States;Columbus;
E01006;Autumn;Leung;Female;25;40;Vice President;Finance;Research & Development;Asian;15/11/2021;2021;11;15;210,708;0,33;280,24164;United States;Chicago;
E02903;Robert;Vazquez;Male;40;25;System Administrator ;IT;Corporate;Latino;26/9/2021;2021;9;26;87,77;0;87,77;United States;Austin;
E03642;Aria;Roberts;Female;38;27;Manager;Accounting;Corporate;Caucasian;12/8/2015;2015;8;12;106,858;0,05;112,2009;United States;Seattle;
E02884;Axel;Johnson;Male;60;5;Director;Human Resources;Corporate;Caucasian;14/4/2015;2015;4;14;155,788;0,17;182,27196;United States;Seattle;
E00701;Madeline;Garcia;Female;45;20;Sr. Business Partner;Human Resources;Speciality Products;Latino;26/4/2019;2019;4;26;74,891;0;74,891;Brazil;Rio de Janerio;
E04720;Christopher;Chung;Male;28;37;Controls Engineer;Engineering;Corporate;Asian;18/12/2021;2021;12;18;95,67;0;95,67;United States;Phoenix;
E01985;Eliana;Turner;Female;65;0;Account Representative;Sales;Research & Development;Black;29/9/2000;2000;9;29;67,837;0;67,837;United States;Austin;
E03273;Daniel;Shah;Male;41;24;Analyst II;Sales;Research & Development;Asian;4/6/2010;2010;6;4;72,425;0;72,425;China;Beijing;
E02415;Penelope;Gonzalez;Female;52;13;Sr. Analyst;Sales;Corporate;Latino;16/10/1994;1994;10;16;93,103;0;93,103;United States;Phoenix;
E02877;Mila;Allen;Female;56;9;Controls Engineer;Engineering;Corporate;Caucasian;14/10/2015;2015;10;14;76,272;0;76,272;United States;Miami;22/10/2021
E00091;Emilia;Chu;Female;48;17;Analyst II;Finance;Manufacturing;Asian;24/6/2003;2003;6;24;55,76;0;55,76;United States;Austin;
E02563;Emily;Clark;Female;36;29;Vice President;Accounting;Corporate;Caucasian;13/1/2020;2020;1;13;253,294;0,4;354,6116;United States;Miami;
E04221;Roman;King;Male;60;5;Analyst II;Finance;Corporate;Caucasian;16/8/2007;2007;8;16;58,671;0;58,671;United States;Columbus;
E04887;Emery;Do;Female;40;25;Account Representative;Sales;Research & Development;Asian;16/3/2018;2018;3;16;55,457;0;55,457;United States;Columbus;
E03170;Autumn;Thao;Female;63;2;Account Representative;Sales;Manufacturing;Asian;26/9/2017;2017;9;26;72,34;0;72,34;United States;Phoenix;3/4/2019
E01636;Naomi;Coleman;Female;29;36;Manager;Marketing;Corporate;Caucasian;2/11/2016;2016;11;2;122,054;0,06;129,37724;United States;Phoenix;
E01387;Cora;Zheng;Female;27;38;Director;IT;Manufacturing;Asian;3/1/2018;2018;1;3;167,1;0,2;200,52;China;Chengdu;
E01363;Ayla;Daniels;Female;53;12;Technical Architect;IT;Corporate;Caucasian;23/4/1997;1997;4;23;78,153;0;78,153;United States;Miami;
E02249;Allison;Daniels;Female;37;28;Manager;Finance;Manufacturing;Caucasian;14/4/2020;2020;4;14;103,524;0,09;112,84116;United States;Phoenix;
E02987;Mateo;Harris;Male;30;35;Manager;IT;Corporate;Caucasian;5/8/2017;2017;8;5;119,906;0,05;125,9013;United States;Columbus;
E03655;Samantha;Rogers;Female;28;37;Analyst;Marketing;Speciality Products;Caucasian;17/1/2020;2020;1;17;45,061;0;45,061;United States;Miami;
E04048;Julian;Lee;Male;51;14;IT Systems Architect;IT;Corporate;Asian;17/1/2003;2003;1;17;91,399;0;91,399;United States;Seattle;
E03626;Nicholas;Avila;Male;28;37;Enterprise Architect;IT;Research & Development;Latino;28/9/2017;2017;9;28;97,336;0;97,336;United States;Austin;
E03694;Hailey;Watson;Female;31;34;Sr. Manger;Accounting;Corporate;Black;20/1/2017;2017;1;20;124,629;0,1;137,0919;United States;Columbus;
E02920;Willow;Woods;Female;28;37;Vice President;Human Resources;Speciality Products;Caucasian;25/7/2021;2021;7;25;231,85;0,39;322,2715;United States;Miami;
E03220;Alexander;Gonzales;Male;34;31;Manager;Accounting;Research & Development;Latino;4/6/2018;2018;6;4;128,329;0,08;138,59532;United States;Phoenix;
E01347;Aiden;Gonzales;Male;44;21;Vice President;Marketing;Speciality Products;Latino;28/3/2021;2021;3;28;186,033;0,34;249,28422;Brazil;Sao Paulo;
E03968;Joshua;Chin;Male;60;5;Sr. Manger;Marketing;Manufacturing;Asian;26/7/2021;2021;7;26;121,48;0,14;138,4872;United States;Phoenix;
E04299;Paisley;Hall;Female;41;24;Director;Human Resources;Speciality Products;Caucasian;21/5/2010;2010;5;21;153,275;0,24;190,061;United States;Columbus;
E01150;Allison;Leung;Female;62;3;Sr. Analyst;Sales;Research & Development;Asian;18/5/2020;2020;5;18;97,83;0;97,83;United States;Austin;
E03774;Hannah;Mejia;Female;47;18;Vice President;Marketing;Corporate;Latino;13/3/1999;1999;3;13;239,394;0,32;316,00008;United States;Austin;
E01638;Elizabeth;Huang;Female;62;3;Analyst;Finance;Speciality Products;Asian;20/9/2002;2002;9;20;49,738;0;49,738;China;Beijing;
E01877;Abigail;Garza;Female;33;32;Analyst;Accounting;Manufacturing;Latino;27/5/2018;2018;5;27;45,049;0;45,049;United States;Seattle;
E01193;Raelynn;Lu;Female;27;38;Director;Finance;Research & Development;Asian;26/5/2020;2020;5;26;153,628;0,29;198,18012;China;Chongqing;12/12/2020
E01789;Charles;Luu;Male;25;40;Sr. Manger;Sales;Manufacturing;Asian;15/6/2021;2021;6;15;142,731;0,11;158,43141;China;Shanghai;3/6/2022
E01422;Lydia;Espinoza;Female;29;36;Sr. Manger;Marketing;Speciality Products;Latino;15/5/2020;2020;5;15;137,106;0,12;153,55872;Brazil;Sao Paulo;
E00440;Adeline;Thao;Female;54;11;Vice President;Finance;Corporate;Asian;5/9/2007;2007;9;5;183,239;0,32;241,87548;United States;Seattle;
E00145;Kinsley;Dixon;Female;28;37;Analyst;Accounting;Manufacturing;Caucasian;25/5/2019;2019;5;25;45,819;0;45,819;United States;Miami;
E04150;Natalia;Vu;Female;54;11;Analyst;Accounting;Research & Development;Asian;29/12/2006;2006;12;29;55,518;0;55,518;United States;Columbus;
E02846;Julia;Mai;Female;50;15;Manager;Marketing;Manufacturing;Asian;11/3/2012;2012;3;11;108,134;0,1;118,9474;China;Shanghai;
E04247;Camila;Evans;Female;55;10;Manager;Marketing;Research & Development;Black;20/12/1992;1992;12;20;113,95;0,09;124,2055;United States;Miami;
E02613;Everly;Lai;Female;52;13;Vice President;Marketing;Speciality Products;Asian;1/4/1998;1998;4;1;182,035;0,3;236,6455;United States;Chicago;
E03349;Adam;He;Male;35;30;Director;Accounting;Speciality Products;Asian;16/8/2017;2017;8;16;181,356;0,23;223,06788;China;Beijing;
E03648;Vivian;Hunter;Female;26;39;Account Representative;Sales;Corporate;Black;21/8/2019;2019;8;21;66,084;0;66,084;United States;Seattle;
E02192;Lucy;Avila;Female;43;22;Solutions Architect;IT;Speciality Products;Latino;22/4/2010;2010;4;22;76,912;0;76,912;Brazil;Sao Paulo;
E03981;Eliana;Li;Female;63;2;Test Engineer;Engineering;Research & Development;Asian;7/5/2018;2018;5;7;67,987;0;67,987;United States;Miami;
E03262;Logan;Mitchell;Male;65;0;Analyst II;Marketing;Manufacturing;Caucasian;20/8/2005;2005;8;20;59,833;0;59,833;United States;Columbus;
E02716;Dominic;Dinh;Male;45;20;Sr. Manger;Marketing;Speciality Products;Asian;11/4/2005;2005;4;11;128,468;0,11;142,59948;United States;Chicago;
E00245;Lucas;Daniels;Male;42;23;Manager;Sales;Corporate;Black;29/5/2011;2011;5;29;102,44;0,06;108,5864;United States;Chicago;
E04123;Andrew;Holmes;Male;59;6;Vice President;IT;Speciality Products;Black;30/12/2010;2010;12;30;246,619;0,36;335,40184;United States;Miami;
E03471;Julia;Sandoval;Female;42;23;Manager;Human Resources;Corporate;Latino;19/11/2017;2017;11;19;101,143;0,06;107,21158;United States;Miami;
E00717;Kennedy;Vargas;Female;45;20;Business Partner;Human Resources;Manufacturing;Latino;14/10/2005;2005;10;14;51,404;0;51,404;Brazil;Manaus;6/12/2009
E01966;Thomas;Williams;Male;45;20;Field Engineer;Engineering;Speciality Products;Caucasian;21/11/2015;2015;11;21;87,292;0;87,292;United States;Columbus;
E03683;Raelynn;Hong;Female;28;37;Director;Marketing;Speciality Products;Asian;11/12/2019;2019;12;11;182,321;0,28;233,37088;China;Beijing;
E03694;Eli;Reed;Male;51;14;Systems Analyst;IT;Corporate;Caucasian;27/2/2014;2014;2;27;53,929;0;53,929;United States;Miami;22/12/2017
E04766;Lyla;Yoon;Female;38;27;Vice President;Accounting;Manufacturing;Asian;13/12/2012;2012;12;13;191,571;0,32;252,87372;United States;Austin;
E01465;Hannah;White;Female;62;3;Sr. Manger;Accounting;Corporate;Caucasian;30/1/2009;2009;1;30;150,555;0,13;170,12715;United States;Phoenix;
